camper_id,park_id,park,visit,mountain,beach,cost,time
35,3,Horseneck Beach,0,0,1,98.93261732871855,192.24770365834053
35,4,Salisbury Beach,0,0,1,114.59491845606604,231.02123544629825
35,5,Scusset Beach,0,0,1,114.04873833299082,200.7627594692741
36,1,Mount Greylock,1,1,0,45.15733806302118,84.54148080365809
36,2,October Mountain,0,1,0,71.4724963712564,234.31035052378968
36,3,Horseneck Beach,0,0,1,107.14655476672998,402.2559603598218
36,4,Salisbury Beach,0,0,1,120.19667369129367,346.8757407059678
36,5,Scusset Beach,0,0,1,115.57436087216439,255.32736429437279
37,1,Mount Greylock,1,1,0,99.74367184869038,780.7499462290089
37,2,October Mountain,0,1,0,83.82174279745902,318.7218044453652
37,3,Horseneck Beach,0,0,1,87.7296840269589,66.52858897682532
37,4,Salisbury Beach,0,0,1,103.66997367985157,87.13571200642366
37,5,Scusset Beach,0,0,1,102.9277504858113,87.37421184781199
38,1,Mount Greylock,0,1,0,45.70202222416273,44.60123570955811
38,2,October Mountain,0,1,0,62.58436549336301,40.133482667660246
38,3,Horseneck Beach,1,0,1,123.26034579299035,310.3786239822373
38,4,Salisbury Beach,0,0,1,140.60587790854805,312.36695570832774
38,5,Scusset Beach,0,0,1,138.19689097410264,404.0259548601572
39,1,Mount Greylock,0,1,0,42.360254992328464,37.864076318853385
39,2,October Mountain,1,1,0,61.807905622135074,51.00443118050018
39,3,Horseneck Beach,0,0,1,103.86808607145124,323.23235135816947
39,4,Salisbury Beach,0,0,1,118.1859926319638,302.3092673755863
39,5,Scusset Beach,0,0,1,119.15247378448197,329.64201573748386
40,1,Mount Greylock,0,1,0,55.97059818513212,115.15762292622716
40,2,October Mountain,1,1,0,63.87170656596984,56.04356451990057
40,3,Horseneck Beach,0,0,1,123.0191220497608,366.99982430581
40,4,Salisbury Beach,0,0,1,140.26503070041107,410.9719633429067
40,5,Scusset Beach,0,0,1,135.0259570412982,379.93129670868086
41,1,Mount Greylock,0,1,0,66.91915825452853,239.14020387786553
41,2,October Mountain,0,1,0,68.44710435993116,74.5379865863569
41,3,Horseneck Beach,1,0,1,121.15720660679544,365.78663263128556
41,4,Salisbury Beach,0,0,1,133.55918552633767,374.6117542841926
41,5,Scusset Beach,0,0,1,132.28506579053158,335.7931347396046
42,1,Mount Greylock,0,1,0,47.59160181089494,122.4605085658312
42,2,October Mountain,0,1,0,67.60316876107882,153.41368063105733
42,3,Horseneck Beach,0,0,1,110.72380639228315,501.01854605566865
42,4,Salisbury Beach,1,0,1,115.78410005183072,228.7289934832337
42,5,Scusset Beach,0,0,1,116.21473700589722,251.62511545567736
43,1,Mount Greylock,0,1,0,51.72142729993915,193.6679874020011
43,2,October Mountain,1,1,0,67.73591573402241,111.27148322989335
43,3,Horseneck Beach,0,0,1,105.65102331345142,329.19465108705475
43,4,Salisbury Beach,0,0,1,120.39464446625573,278.9203213823689
43,5,Scusset Beach,0,0,1,119.0206800803307,324.1350932369416
44,1,Mount Greylock,1,1,0,60.63659035403812,276.949531705494
44,2,October Mountain,0,1,0,79.09367882486669,232.86821198437576
44,3,Horseneck Beach,0,0,1,102.09720499645584,223.4684563113101
44,4,Salisbury Beach,0,0,1,123.2124102181261,298.4730652210056
44,5,Scusset Beach,0,0,1,117.44807329238333,249.1806560490956
45,1,Mount Greylock,1,1,0,43.46426010972557,31.666250666214815
45,2,October Mountain,0,1,0,60.484087500521134,20.366406936177643
45,3,Horseneck Beach,0,0,1,119.68968873721161,377.0025411755164
45,4,Salisbury Beach,0,0,1,156.22440691390807,538.3086780684406
45,5,Scusset Beach,0,0,1,136.82291106167708,373.33710112358506
46,1,Mount Greylock,0,1,0,50.538372682288596,147.49451079767147
46,2,October Mountain,0,1,0,68.80535515702702,109.0751256613394
46,3,Horseneck Beach,0,0,1,109.14833494937527,332.48630534998364
46,4,Salisbury Beach,1,0,1,119.66205064916296,259.0713223655445
46,5,Scusset Beach,0,0,1,118.10917164857838,282.28373642325863
47,1,Mount Greylock,0,1,0,76.43806657706415,366.01341722213766
47,2,October Mountain,0,1,0,97.39794524392155,276.4997906634573
47,3,Horseneck Beach,1,0,1,92.69674751933742,88.90697634062552
47,4,Salisbury Beach,0,0,1,108.78214974007147,107.3942404195095
47,5,Scusset Beach,0,0,1,106.23141286363816,72.0685635634879
48,1,Mount Greylock,0,1,0,75.23500423726244,323.1923446364052
48,2,October Mountain,0,1,0,90.87536552423933,218.5357519186739
48,3,Horseneck Beach,1,0,1,100.23450069144337,162.23419970800373
48,4,Salisbury Beach,0,0,1,119.32395750908378,181.66901132882006
48,5,Scusset Beach,0,0,1,115.0253531020486,146.60445814553927
49,1,Mount Greylock,1,1,0,56.35695825218814,213.82794888212325
49,2,October Mountain,0,1,0,187.01229326488266,1881.7735569328634
49,3,Horseneck Beach,0,0,1,116.50695496944236,436.4870816652154
49,4,Salisbury Beach,0,0,1,111.7621153904797,177.94864894152016
49,5,Scusset Beach,0,0,1,113.47235687946036,185.73702093032088
50,1,Mount Greylock,0,1,0,60.15058113954054,276.61368040806025
50,2,October Mountain,0,1,0,77.84372183285075,284.034635939919
50,3,Horseneck Beach,0,0,1,88.43373674789932,80.42273925171021
50,4,Salisbury Beach,1,0,1,103.66052915245773,118.29675843784594
50,5,Scusset Beach,0,0,1,101.62774846704686,72.2110260272837
51,1,Mount Greylock,1,1,0,55.327491888970286,215.9906514939137
51,2,October Mountain,0,1,0,74.06815195315295,172.32373959825063
51,3,Horseneck Beach,0,0,1,97.50699070590981,151.54081706865233
51,4,Salisbury Beach,0,0,1,115.52772668260057,268.87227650890816
51,5,Scusset Beach,0,0,1,111.55447034357641,213.3981306952307
52,1,Mount Greylock,0,1,0,49.84957491315595,113.74953025929064
52,2,October Mountain,1,1,0,64.00001757017901,81.47701023364556
52,3,Horseneck Beach,0,0,1,112.02849688764259,363.20984257141527
52,4,Salisbury Beach,0,0,1,124.80667028028758,335.2281960761187
52,5,Scusset Beach,0,0,1,125.70658661620004,407.4711177082124
53,1,Mount Greylock,0,1,0,62.64432192476373,240.86918122590663
53,2,October Mountain,0,1,0,69.78222339860244,169.78381803078827
53,3,Horseneck Beach,1,0,1,104.97491453200442,228.67717394558
53,4,Salisbury Beach,0,0,1,119.38143876023253,271.3051679719372
53,5,Scusset Beach,0,0,1,116.95082930409782,243.06371811721067
54,1,Mount Greylock,0,1,0,64.16160056627578,221.74622769565377
54,2,October Mountain,0,1,0,93.33179978970591,246.8047342848792
54,3,Horseneck Beach,0,0,1,107.14342055956945,172.45256044588854
54,4,Salisbury Beach,1,0,1,127.5948698716134,288.1005621216501
54,5,Scusset Beach,0,0,1,120.88302942995435,218.29262251449893
55,1,Mount Greylock,0,1,0,62.50551920569913,196.98236756347956
55,2,October Mountain,0,1,0,84.83228889193624,273.07226348170775
55,3,Horseneck Beach,0,0,1,104.90897529769953,172.17362021388035
55,4,Salisbury Beach,1,0,1,119.40540645682866,225.09491655285575
55,5,Scusset Beach,0,0,1,119.00073221107588,221.30841942029426
56,1,Mount Greylock,0,1,0,79.96222398606518,432.99806554249056
56,2,October Mountain,0,1,0,88.89910935709308,334.66575248505995
56,3,Horseneck Beach,0,0,1,84.91019020393873,20.02382124012344
56,4,Salisbury Beach,0,0,1,102.77445342339651,63.42684292459981
56,5,Scusset Beach,1,0,1,99.23587084633563,27.19156536426228
57,1,Mount Greylock,0,1,0,71.86863831521926,369.7704558473379
57,2,October Mountain,0,1,0,89.11872763871106,374.809649023692
57,3,Horseneck Beach,0,0,1,87.8313423668225,51.81222316089062
57,4,Salisbury Beach,0,0,1,99.83657824762696,26.978924536669055
57,5,Scusset Beach,1,0,1,107.47509021719145,120.93435814554367
58,1,Mount Greylock,1,1,0,49.675786860263536,174.32901582637024
58,2,October Mountain,0,1,0,155.14286380972766,1349.6720636079988
58,3,Horseneck Beach,0,0,1,118.26151911722758,496.25287447524397
58,4,Salisbury Beach,0,0,1,114.05275849818116,325.9044626826093
58,5,Scusset Beach,0,0,1,111.05525536488854,271.7326427105855
59,1,Mount Greylock,0,1,0,63.63176774400042,268.60915518982506
59,2,October Mountain,0,1,0,158.7361011498876,1458.9526710002485
59,3,Horseneck Beach,1,0,1,89.30023105493203,96.56927408935013
59,4,Salisbury Beach,0,0,1,102.11962255982958,54.22896849922822
59,5,Scusset Beach,0,0,1,105.18718252411259,119.76384247065617
60,1,Mount Greylock,1,1,0,64.90085013398131,390.2358963819199
60,2,October Mountain,0,1,0,84.10368875953176,339.9723104188591
60,3,Horseneck Beach,0,0,1,84.81991968317337,30.584239576866395
60,4,Salisbury Beach,0,0,1,107.04034698994113,111.29898367818419
60,5,Scusset Beach,0,0,1,99.1597886210056,29.843860562653614
61,1,Mount Greylock,0,1,0,50.636496985604325,98.79912589705313
61,2,October Mountain,0,1,0,65.57421210048864,55.95547534025778
61,3,Horseneck Beach,0,0,1,130.62076386197714,342.35529613514177
61,4,Salisbury Beach,0,0,1,175.1476474605068,561.6676686654347
61,5,Scusset Beach,1,0,1,140.79369365615344,324.05466940344013
62,1,Mount Greylock,0,1,0,52.770791481142055,136.58185427555907
62,2,October Mountain,0,1,0,67.5248969038653,108.51086015881366
62,3,Horseneck Beach,0,0,1,115.00743563028195,332.26508848495126
62,4,Salisbury Beach,0,0,1,124.13036121923909,293.2548206448067
62,5,Scusset Beach,1,0,1,118.96303782584761,285.83638289634825
63,1,Mount Greylock,0,1,0,50.38607273076679,156.70769451918852
63,2,October Mountain,0,1,0,68.19206303304944,136.2176703538035
63,3,Horseneck Beach,0,0,1,120.58071908784817,386.8916682185538
63,4,Salisbury Beach,0,0,1,123.43897854423658,366.5486755391228
63,5,Scusset Beach,1,0,1,116.76752111156333,248.155726167556
64,1,Mount Greylock,0,1,0,58.31423764422526,275.1713047316311
64,2,October Mountain,1,1,0,73.97559251962727,234.1658404504822
64,3,Horseneck Beach,0,0,1,98.86894015019583,203.50192192403554
64,4,Salisbury Beach,0,0,1,114.24793548881243,237.0721468031843
64,5,Scusset Beach,0,0,1,114.44130586969827,226.5878468152386
65,1,Mount Greylock,0,1,0,60.43854261750707,268.4487833357706
65,2,October Mountain,0,1,0,79.88741812959006,246.79473722910086
65,3,Horseneck Beach,0,0,1,122.95816537107397,480.69148938601154
65,4,Salisbury Beach,0,0,1,202.33134220963117,1165.0278055774784
65,5,Scusset Beach,1,0,1,108.01348630877216,124.50673041109445
66,1,Mount Greylock,1,1,0,59.54136129256703,281.93867656054164
66,2,October Mountain,0,1,0,73.72016555011889,222.97123314586617
66,3,Horseneck Beach,0,0,1,93.54129115100969,148.1887038828513
66,4,Salisbury Beach,0,0,1,105.55889178336571,122.49190590576586
66,5,Scusset Beach,0,0,1,106.42340759103745,151.58227357205809
67,1,Mount Greylock,0,1,0,72.93530790515882,347.156122612091
67,2,October Mountain,1,1,0,66.41027245877169,71.1666621833777
67,3,Horseneck Beach,0,0,1,116.17544398590061,303.69997943996657
67,4,Salisbury Beach,0,0,1,130.55297418750865,306.82447421797855
67,5,Scusset Beach,0,0,1,129.81981761080448,245.70083780548524
68,1,Mount Greylock,0,1,0,56.14460970192192,260.56514111660766
68,2,October Mountain,0,1,0,74.32560201968079,252.6715461455317
68,3,Horseneck Beach,0,0,1,96.08574151436508,184.25731230159317
68,4,Salisbury Beach,1,0,1,110.33667573147892,189.6102822510369
68,5,Scusset Beach,0,0,1,110.19881426824803,169.0128956528817
69,1,Mount Greylock,0,1,0,75.42424551177623,382.4769144642483
69,2,October Mountain,0,1,0,93.1759312398587,359.1736084034925
69,3,Horseneck Beach,1,0,1,83.67182784969005,8.142955911443742
69,4,Salisbury Beach,0,0,1,99.6076411354222,22.14618657661856
69,5,Scusset Beach,0,0,1,96.93539523865196,3.2013223286993613
70,1,Mount Greylock,0,1,0,54.856094718116346,207.23375870986072
70,2,October Mountain,0,1,0,113.06209244718193,751.803300451401
70,3,Horseneck Beach,0,0,1,103.1032403018649,210.8128670382119
70,4,Salisbury Beach,1,0,1,114.19868129040965,170.2798941460734
70,5,Scusset Beach,0,0,1,113.93695485646182,197.63329824999875
71,1,Mount Greylock,0,1,0,69.33928067951936,332.943545345649
71,2,October Mountain,1,1,0,76.20626795638259,185.17907528918323
71,3,Horseneck Beach,0,0,1,109.85384643594863,332.1080523461877
71,4,Salisbury Beach,0,0,1,124.21907505828152,279.7925912303991
71,5,Scusset Beach,0,0,1,121.99777640623408,350.7593896820847
72,1,Mount Greylock,1,1,0,48.43750180661882,113.3045305086601
72,2,October Mountain,0,1,0,66.27299398347579,101.9048185928978
72,3,Horseneck Beach,0,0,1,104.55146942358337,377.09500467628436
72,4,Salisbury Beach,0,0,1,122.5817803131819,404.14794950331793
72,5,Scusset Beach,0,0,1,118.21642555007253,305.9275508740251
73,1,Mount Greylock,1,1,0,49.97549228865013,155.98358037604822
73,2,October Mountain,0,1,0,70.36046739368788,214.44300124547158
73,3,Horseneck Beach,0,0,1,99.94654064734955,235.0689224441023
73,4,Salisbury Beach,0,0,1,113.07943005391355,215.56752813592902
73,5,Scusset Beach,0,0,1,116.57595102230742,314.4980903404096
74,1,Mount Greylock,1,1,0,43.322283442987775,50.02351681143899
74,2,October Mountain,0,1,0,71.71828599923643,161.18480093523186
74,3,Horseneck Beach,0,0,1,110.09163353298901,440.9179656327495
74,4,Salisbury Beach,0,0,1,127.99548113763575,355.4267752446622
74,5,Scusset Beach,0,0,1,123.72366637600257,372.56007538384983
75,1,Mount Greylock,0,1,0,87.2075370884697,417.13064088623196
75,2,October Mountain,0,1,0,90.84798750299193,341.96171488560526
75,3,Horseneck Beach,1,0,1,97.71256810916074,107.83150719828284
75,4,Salisbury Beach,0,0,1,119.51348004234822,156.53437238569566
75,5,Scusset Beach,0,0,1,123.31155717519874,189.8959673542079
76,1,Mount Greylock,1,1,0,67.82739937621727,334.8856434160534
76,2,October Mountain,0,1,0,83.16284631401466,328.3146067897271
76,3,Horseneck Beach,0,0,1,86.415022295481,47.69355706488244
76,4,Salisbury Beach,0,0,1,99.2039657588495,24.972676139858514
76,5,Scusset Beach,0,0,1,97.92487168493403,16.157284594043524
77,1,Mount Greylock,0,1,0,62.65785894704415,376.66528293928343
77,2,October Mountain,0,1,0,88.73559993123342,401.06789571938754
77,3,Horseneck Beach,1,0,1,87.19009311578931,56.18617472403559
77,4,Salisbury Beach,0,0,1,104.42281110588426,113.74049979957982
77,5,Scusset Beach,0,0,1,100.1078185506273,42.33740597837272
78,1,Mount Greylock,0,1,0,63.714206001052865,317.73054722701283
78,2,October Mountain,0,1,0,84.44553139226885,259.2543532641274
78,3,Horseneck Beach,0,0,1,96.77426323815548,128.31033446250166
78,4,Salisbury Beach,1,0,1,121.16471614729419,300.2377065946036
78,5,Scusset Beach,0,0,1,111.90234475364224,194.15151500892563
79,1,Mount Greylock,0,1,0,53.17690939589267,252.8539807981545
79,2,October Mountain,0,1,0,72.025914204729,197.2058089578564
79,3,Horseneck Beach,0,0,1,93.34042142793854,135.6092830435156
79,4,Salisbury Beach,1,0,1,110.36432854306048,167.77974992770336
79,5,Scusset Beach,0,0,1,106.76740473369586,185.454608316474
80,1,Mount Greylock,0,1,0,64.46764350574095,367.8300522874069
80,2,October Mountain,0,1,0,83.63604347045917,408.72904207783387
80,3,Horseneck Beach,1,0,1,85.3674126841421,27.26664789396017
80,4,Salisbury Beach,0,0,1,128.26820996716896,434.28017394731944
80,5,Scusset Beach,0,0,1,99.0004963315315,32.56474830277143
81,1,Mount Greylock,0,1,0,75.07279294684525,460.54538171606663
81,2,October Mountain,1,1,0,79.12036019394407,247.27679296375246
81,3,Horseneck Beach,0,0,1,96.31853070361974,152.13591951581765
81,4,Salisbury Beach,0,0,1,110.66187464441222,161.7339698636622
81,5,Scusset Beach,0,0,1,109.92576846497711,136.52799411433378
82,1,Mount Greylock,0,1,0,49.55979923008117,138.64854287962538
82,2,October Mountain,1,1,0,75.01040328729239,180.02676053519554
82,3,Horseneck Beach,0,0,1,107.92437413227333,322.73877968636987
82,4,Salisbury Beach,0,0,1,124.4709268385461,345.8493114642038
82,5,Scusset Beach,0,0,1,122.13846455490145,239.88207350989032
